,precision,recall,fscore,accuracy,auc,miss_rate,fall_out_rate
35,0.21153846153846154,0.36666666666666664,0.2682926829268293,0.8752598752598753,0.6378787878787879,0.04513064133016627,0.09090909090909091
36,0.06666666666666667,0.35714285714285715,0.11235955056179775,0.8357588357588358,0.6036249617620068,0.022388059701492536,0.14989293361884368
37,0.21212121212121213,0.6666666666666666,0.3218390804597701,0.8773388773388774,0.7768115942028985,0.016587677725118485,0.11304347826086956
38,0.22916666666666666,0.36666666666666664,0.28205128205128205,0.8835758835758836,0.6423133776792314,0.04470588235294118,0.082039911308204
39,0.2391304347826087,0.36666666666666664,0.2894736842105263,0.8877338877338877,0.6445306725794531,0.04449648711943794,0.07760532150776053
40,0.14705882352941177,0.5263157894736842,0.22988505747126436,0.8607068607068608,0.7003873319662793,0.021739130434782608,0.12554112554112554
41,0.2191780821917808,0.6666666666666666,0.32989690721649484,0.8648648648648649,0.7709700948212983,0.019230769230769232,0.12472647702407003
42,0.07042253521126761,0.35714285714285715,0.11764705882352941,0.8440748440748441,0.6079076170082595,0.022167487684729065,0.14132762312633834
43,0.18032786885245902,0.34375,0.23655913978494625,0.8523908523908524,0.6161957126948775,0.05121951219512195,0.111358574610245
44,0.15384615384615385,0.45454545454545453,0.22988505747126436,0.8607068607068608,0.6673598732422262,0.028985507246376812,0.11982570806100218
45,0.10606060606060606,0.35,0.16279069767441862,0.8503118503118503,0.6110086767895879,0.03178484107579462,0.1279826464208243
46,0.19402985074626866,0.5,0.27956989247311825,0.8607068607068608,0.6906593406593406,0.03140096618357488,0.11868131868131868
47,0.1232876712328767,0.4090909090909091,0.18947368421052632,0.83991683991684,0.6348286789463261,0.03217821782178218,0.1394335511982571
48,0.22950819672131148,0.4827586206896552,0.3111111111111111,0.8711018711018711,0.6893881599023498,0.03579952267303103,0.10398230088495575
49,0.208955223880597,0.56,0.30434782608695654,0.8669438669438669,0.7218859649122807,0.026378896882494004,0.1162280701754386
50,0.21739130434782608,0.36585365853658536,0.2727272727272727,0.8336798336798337,0.6215631929046563,0.06483790523690773,0.12272727272727273
51,0.17567567567567569,0.65,0.2765957446808511,0.8586278586278586,0.7588394793926246,0.01694915254237288,0.13232104121475055
52,0.1323529411764706,0.5,0.20930232558139536,0.8586278586278586,0.6862850971922246,0.021791767554479417,0.12742980561555076
53,0.043478260869565216,0.1875,0.07058823529411765,0.8357588357588358,0.5227822580645161,0.03233830845771144,0.14193548387096774
54,0.0547945205479452,0.25,0.0898876404494382,0.8316008316008316,0.5508064516129032,0.03,0.14838709677419354
55,0.1911764705882352es = xgboost.callback.EarlyStopping(
    rounds=2,
    abs_tol=1e-3,
    save_best=True,
    maximize=False,
    data_name="validation_0",
    metric_name="mlogloss",
),0.5714285714285714,0.2926829268292683,0.8794178794178794,0.7324534161490684,0.02127659574468085,0.10652173913043478
57,0.1509433962264151,0.38095238095238093,0.21621621621621623,0.8794178794178794,0.6415631469979296,0.030732860520094562,0.09782608695652174
58,0.15625,0.45454545454545453,0.23255813953488372,0.8627858627858628,0.6684491978609626,0.02891566265060241,0.11764705882352941
59,0.140625,0.32142857142857145,0.1956521739130435,0.8461538461538461,0.6000078839482813,0.04668304668304668,0.12141280353200883
60,0.16129032258064516,0.4166666666666667,0.23255813953488372,0.8627858627858628,0.6514405543398979,0.033734939759036145,0.1137855579868709
61,0.14285714285714285,0.36363636363636365,0.20512820512820512,0.8711018711018711,0.6295306001188354,0.03341288782816229,0.10457516339869281
62,0.18181818181818182,0.4666666666666667,0.2616822429906542,0.8357588357588358,0.6634885439763489,0.03980099502487562,0.13968957871396895
63,0.16923076923076924,0.4782608695652174,0.25,0.8627858627858628,0.6801784697171065,0.02891566265060241,0.11790393013100436
64,0.18181818181818182,0.5833333333333334,0.27722772277227725,0.8482328482328483,0.7227388767323122,0.024509803921568627,0.13785557986870897
65,0.15384615384615385,0.32,0.2077922077922078,0.8731808731808732,0.6117543859649123,0.04047619047619048,0.09649122807017543
66,0.13725490196078433,0.35,0.19718309859154928,0.8814968814968815,0.6272776572668113,0.030660377358490566,0.09544468546637744
67,0.14893617021276595,0.2692307692307692,0.1917808219178082,0.8773388773388774,0.5906593406593406,0.045023696682464455,0.08791208791208792
68,0.18309859154929578,0.5652173913043478,0.2765957446808511,0.8586278586278586,0.7192899183595974,0.024213075060532687,0.12663755458515283
69,0.136986301369863,0.35714285714285715,0.19801980198019803,0.8316008316008316,0.609035004730369,0.045,0.1390728476821192
70,0.12,0.47368421052631576,0.19148936170212766,0.841995841995842,0.6654135338345865,0.024691358024691357,0.14285714285714285
71,0.12371134020618557,0.5,0.19834710743801653,0.7983367983367984,0.6570021881838074,0.03125,0.18599562363238512
72,0.15625,0.5882352941176471,0.24691358024691357,0.8731808731808732,0.7359279918864098,0.016666666666666666,0.11637931034482758
73,0.18461538461538463,0.631578947368421,0.2857142857142857,0.8752598752598753,0.7584301663249031,0.0166270783847981,0.11471861471861472
74,0.14814814814814814,0.5,0.22857142857142856,0.8316008316008316,0.6745076586433261,0.03,0.15098468271334792
75,0.125,0.3684210526315789,0.18666666666666668,0.8731808731808732,0.6311802232854864,0.02857142857142857,0.10606060606060606
76,0.12345679012345678,0.45454545454545453,0.1941747572815534,0.8274428274428275,0.6499306793424441,0.03015075376884422,0.15468409586056645
77,0.10810810810810811,0.36363636363636365,0.16666666666666666,0.8336798336798337,0.6099227569815806,0.034912718204488775,0.1437908496732026
78,0.11594202898550725,0.38095238095238093,0.17777777777777778,0.8461538461538461,0.6241718426501035,0.03194103194103194,0.13260869565217392
79,0.09375,0.2857142857142857,0.1411764705882353,0.8482328482328483,0.5798136645962733,0.03676470588235294,0.12608695652173912
80,0.13414634146341464,0.4583333333333333,0.20754716981132076,0.8253638253638254,0.6514861415025529,0.0327455919395466,0.15536105032822758
81,0.1643835616438356,0.41379310344827586,0.23529411764705882,0.8378378378378378,0.6394186756179432,0.04218362282878412,0.13495575221238937
82,0.15384615384615385,0.42857142857142855,0.22641509433962265,0.8295218295218295,0.6414380321665091,0.040100250626566414,0.1456953642384106
83,0.25,0.5185185185185185,0.3373493975903614,0.8856548856548857,0.7130037526513298,0.03051643192488263,0.09251101321585903
84,0.15714285714285714,0.55,0.24444444444444444,0.8586278586278586,0.7110086767895879,0.021791767554479417,0.1279826464208243
85,0.171875,0.39285714285714285,0.2391304347826087,0.8544698544698545,0.6379296751813308,0.0413625304136253,0.11699779249448124
86,0.16666666666666666,0.44,0.24175824175824176,0.8565488565488566,0.6596929824561404,0.03398058252427184,0.1206140350877193
87,0.14516129032258066,0.375,0.20930232558139536,0.8586278586278586,0.6295131291028445,0.03631961259079903,0.11597374179431072
88,0.1891891891891892,0.6666666666666666,0.29473684210526313,0.8607068607068608,0.7681159420289854,0.016908212560386472,0.13043478260869565
89,0.16923076923076924,0.4230769230769231,0.24175824175824176,0.8565488565488566,0.6521978021978022,0.03640776699029126,0.11868131868131868
90,0.13043478260869565,0.42857142857142855,0.2,0.8503118503118503,0.6490683229813664,0.029339853300733496,0.13043478260869565
91,0.19480519480519481,0.6,0.29411764705882354,0.8503118503118503,0.7320175438596491,0.02444987775061125,0.13596491228070176
92,0.17567567567567569,0.5,0.26,0.8461538461538461,0.682967032967033,0.03194103194103194,0.13406593406593406
93,0.15789473684210525,0.47368421052631576,0.23684210526315788,0.8794178794178794,0.6848940533151059,0.02364066193853428,0.1038961038961039
94,0.15873015873015872,0.35714285714285715,0.21978021978021978,0.8523908523908524,0.620072532324188,0.04390243902439024,0.11699779249448124
95,0.11842105263157894,0.45,0.1875,0.8378378378378378,0.6523318872017354,0.02729528535980149,0.14533622559652928
96,0.12698412698412698,0.36363636363636365,0.18823529411764706,0.8565488565488566,0.6219053277876808,0.03398058252427184,0.11982570806100218
97,0.2,0.5,0.2857142857142857,0.8648648648648649,0.6928571428571428,0.03125,0.11428571428571428
98,0.25,0.5806451612903226,0.34951456310679613,0.8607068607068608,0.7303225806451612,0.03140096618357488,0.12
99,0.203125,0.5909090909090909,0.3023255813953488,0.8752598752598753,0.7398989898989898,0.021377672209026127,0.1111111111111111
